Datum;Erster;Hoch;Tief;Schlusskurs;Volumen
06.09.2004; ; ; ;3.887,58;0
03.09.2004; ; ; ;3.866,99;0
02.09.2004; ; ; ;3.833,45;0
01.09.2004; ; ; ;3.817,62;0
31.08.2004; ; ; ;3.785,21;0
30.08.2004; ; ; ;3.838,85;0
27.08.2004; ; ; ;3.851,18;0
26.08.2004; ; ; ;3.832,28;0
25.08.2004; ; ; ;3.788,88;0
24.08.2004; ; ; ;3.771;0
23.08.2004; ; ; ;3.772,14;0
20.08.2004; ; ; ;3.712,61;0
19.08.2004; ; ; ;3.722,99;0
18.08.2004; ; ; ;3.726,5;0
17.08.2004; ; ; ;3.705,73;0
16.08.2004; ; ; ;3.699,11;0
13.08.2004; ; ; ;3.646,99;0
12.08.2004; ; ; ;3.658,11;0
11.08.2004; ; ; ;3.678,91;0
10.08.2004; ; ; ;3.720,64;0
09.08.2004; ; ; ;3.690,33;0
06.08.2004; ; ; ;3.727,74;0
05.08.2004; ; ; ;3.829,03;0
04.08.2004; ; ; ;3.823,74;0
03.08.2004; ; ; ;3.877,32;0
02.08.2004; ; ; ;3.862,71;0
30.07.2004; ; ; ;3.895,61;0
29.07.2004; ; ; ;3.889,68;0
28.07.2004; ; ; ;3.807,21;0
27.07.2004; ; ; ;3.814,08;0
26.07.2004; ; ; ;3.752,59;0
23.07.2004; ; ; ;3.797,33;0
22.07.2004; ; ; ;3.801,05;0
21.07.2004; ; ; ;3.877,48;0
20.07.2004; ; ; ;3.837,6;0
19.07.2004; ; ; ;3.812,63;0
16.07.2004; ; ; ;3.845,93;0
15.07.2004; ; ; ;3.847,19;0
14.07.2004; ; ; ;3.898,84;0
13.07.2004; ; ; ;3.903,88;0
12.07.2004; ; ; ;3.893,24;0
09.07.2004; ; ; ;3.924,49;0
08.07.2004; ; ; ;3.934,48;0
07.07.2004; ; ; ;3.930,58;0
06.07.2004; ; ; ;3.944,88;0
05.07.2004; ; ; ;3.995,73;0
02.07.2004; ; ; ;3.998,77;0
01.07.2004; ; ; ;4.035,02;0
30.06.2004; ; ; ;4.052,73;0
29.06.2004; ; ; ;4.069,73;0
28.06.2004; ; ; ;4.069,35;0
25.06.2004; ; ; ;4.013,35;0
24.06.2004; ; ; ;4.007,05;0
23.06.2004; ; ; ;3.945,1;0
22.06.2004; ; ; ;3.928,39;0
21.06.2004; ; ; ;3.989,31;0
18.06.2004; ; ; ;3.999,79;0
17.06.2004; ; ; ;3.985,46;0
16.06.2004; ; ; ;4.003,24;0
15.06.2004; ; ; ;3.987,3;0
14.06.2004; ; ; ;3.948,65;0
11.06.2004; ; ; ;4.014,56;0
10.06.2004; ; ; ;4.021,64;0
09.06.2004; ; ; ;3.997,76;0
08.06.2004; ; ; ;4.018,95;0
07.06.2004; ; ; ;4.017,81;0
04.06.2004; ; ; ;3.961,93;0
03.06.2004; ; ; ;3.917,08;0
02.06.2004; ; ; ;3.888,31;0
01.06.2004; ; ; ;3.864,18;0
31.05.2004; ; ; ;3.921,41;0
28.05.2004; ; ; ;3.902,72;0
27.05.2004; ; ; ;3.913,33;0
26.05.2004; ; ; ;3.867,52;0
25.05.2004; ; ; ;3.828,07;0
24.05.2004; ; ; ;3.867,84;0
21.05.2004; ; ; ;3.831,84;0
20.05.2004; ; ; ;3.839,32;0
19.05.2004; ; ; ;3.872,26;0
18.05.2004; ; ; ;3.789,24;0
17.05.2004; ; ; ;3.754,37;0
14.05.2004; ; ; ;3.803,1;0
13.05.2004; ; ; ;3.824,93;0
12.05.2004; ; ; ;3.776,24;0
11.05.2004; ; ; ;3.849,84;0
10.05.2004; ; ; ;3.784,61;0
07.05.2004; ; ; ;3.895,64;0
06.05.2004; ; ; ;3.909,46;0
05.05.2004; ; ; ;4.022,1;0
04.05.2004; ; ; ;3.990,75;0
03.05.2004; ; ; ;4.007,65;0
30.04.2004; ; ; ;3.985,21;0
29.04.2004; ; ; ;4.008,91;0
28.04.2004; ; ; ;4.065,74;0
27.04.2004; ; ; ;4.134,1;0
26.04.2004; ; ; ;4.125,83;0
23.04.2004; ; ; ;4.103,62;0
22.04.2004; ; ; ;4.059,15;0
21.04.2004; ; ; ;4.026,15;0
20.04.2004; ; ; ;4.061,13;0
19.04.2004; ; ; ;4.025,07;0
16.04.2004; ; ; ;4.033,98;0
15.04.2004; ; ; ;4.004,61;0
14.04.2004; ; ; ;4.012,77;0
13.04.2004; ; ; ;4.071,42;0
12.04.2004; ; ; ;4.013,53;0
09.04.2004; ; ; ;4.013,53;0
08.04.2004; ; ; ;4.013,53;0
07.04.2004; ; ; ;4.001,16;0
06.04.2004; ; ; ;4.022,81;0
05.04.2004; ; ; ;4.048,6;0
02.04.2004; ; ; ;4.007,6;0
01.04.2004; ; ; ;3.924,85;0
31.03.2004; ; ; ;3.856,7;0
30.03.2004; ; ; ;3.874,04;0
29.03.2004; ; ; ;3.881,25;0
26.03.2004; ; ; ;3.822,33;0
25.03.2004; ; ; ;3.811,92;0
24.03.2004; ; ; ;3.726,07;0
23.03.2004; ; ; ;3.728,82;0
22.03.2004; ; ; ;3.729,23;0
19.03.2004; ; ; ;3.819,15;0
18.03.2004; ; ; ;3.853,11;0
17.03.2004; ; ; ;3.896,79;0
16.03.2004; ; ; ;3.822,37;0
15.03.2004; ; ; ;3.810,76;0
12.03.2004; ; ; ;3.915,38;0
11.03.2004; ; ; ;3.904,95;0
10.03.2004; ; ; ;4.044,7;0
09.03.2004; ; ; ;4.087,55;0
08.03.2004; ; ; ;4.145,99;0
05.03.2004; ; ; ;4.126,14;0
04.03.2004; ; ; ;4.133,78;0
03.03.2004; ; ; ;4.071,7;0
02.03.2004; ; ; ;4.100,34;0
01.03.2004; ; ; ;4.054,43;0
27.02.2004; ; ; ;4.018,16;0
26.02.2004; ; ; ;4.007,81;0
25.02.2004; ; ; ;3.995,34;0
24.02.2004; ; ; ;3.991,42;0
23.02.2004; ; ; ;4.068,71;0
20.02.2004; ; ; ;4.073,35;0
19.02.2004; ; ; ;4.141,53;0
18.02.2004; ; ; ;4.095,34;0
17.02.2004; ; ; ;4.095,86;0
16.02.2004; ; ; ;4.070,46;0
13.02.2004; ; ; ;4.057,05;0
12.02.2004; ; ; ;4.121,65;0
11.02.2004; ; ; ;4.122,16;0
10.02.2004; ; ; ;4.110,8;0
09.02.2004; ; ; ;4.098,97;0
06.02.2004; ; ; ;4.044,99;0
05.02.2004; ; ; ;4.014,79;0
04.02.2004; ; ; ;4.028,37;0
03.02.2004; ; ; ;4.057,51;0
02.02.2004; ; ; ;4.071,6;0
30.01.2004; ; ; ;4.058,6;0
29.01.2004; ; ; ;4.095,71;0
28.01.2004; ; ; ;4.150,24;0
27.01.2004; ; ; ;4.134,42;0
26.01.2004; ; ; ;4.128,68;0
23.01.2004; ; ; ;4.151,83;0
22.01.2004; ; ; ;4.139,86;0
21.01.2004; ; ; ;4.138,04;0
20.01.2004; ; ; ;4.106,41;0
19.01.2004; ; ; ;4.139,92;0
16.01.2004; ; ; ;4.111,64;0
15.01.2004; ; ; ;4.068,75;0
14.01.2004; ; ; ;4.055,21;0
13.01.2004; ; ; ;3.996,22;0
12.01.2004; ; ; ;3.995,91;0
09.01.2004; ; ; ;4.016,18;0
08.01.2004; ; ; ;4.045,43;0
07.01.2004; ; ; ;4.004,4;0
06.01.2004; ; ; ;4.035,44;0
05.01.2004; ; ; ;4.035,9;0
02.01.2004; ; ; ;4.018,5;0
01.01.2004; ; ; ;3.965,16;0
31.12.2003; ; ; ;3.965,16;0
30.12.2003; ; ; ;3.965,16;0
29.12.2003; ; ; ;3.952,72;0
26.12.2003; ; ; ;3.903,34;0
25.12.2003; ; ; ;3.903,34;0
24.12.2003; ; ; ;3.903,34;0
23.12.2003; ; ; ;3.903,34;0
22.12.2003; ; ; ;3.876,94;0
19.12.2003; ; ; ;3.898,42;0
18.12.2003; ; ; ;3.870,88;0
17.12.2003; ; ; ;3.847,57;0
16.12.2003; ; ; ;3.865,98;0
15.12.2003; ; ; ;3.875,47;0
12.12.2003; ; ; ;3.860,13;0
11.12.2003; ; ; ;3.858,85;0
10.12.2003; ; ; ;3.820,92;0
09.12.2003; ; ; ;3.846,18;0
08.12.2003; ; ; ;3.806,54;0
05.12.2003; ; ; ;3.841,73;0
04.12.2003; ; ; ;3.874,78;0
03.12.2003; ; ; ;3.875,66;0
02.12.2003; ; ; ;3.809,26;0
01.12.2003; ; ; ;3.821,2;0
28.11.2003; ; ; ;3.745,95;0
27.11.2003; ; ; ;3.744,99;0
26.11.2003; ; ; ;3.712,98;0
25.11.2003; ; ; ;3.733,16;0
24.11.2003; ; ; ;3.737,09;0
21.11.2003; ; ; ;3.642,25;0
20.11.2003; ; ; ;3.638,04;0
19.11.2003; ; ; ;3.652,29;0
18.11.2003; ; ; ;3.666,28;0
17.11.2003; ; ; ;3.674,54;0
14.11.2003; ; ; ;3.797,4;0
13.11.2003; ; ; ;3.765,59;0
12.11.2003; ; ; ;3.748,34;0
11.11.2003; ; ; ;3.729,87;0
10.11.2003; ; ; ;3.746,24;0
07.11.2003; ; ; ;3.782,56;0
06.11.2003; ; ; ;3.733,93;0
05.11.2003; ; ; ;3.717,7;0
04.11.2003; ; ; ;3.741,71;0
03.11.2003; ; ; ;3.744,5;0
31.10.2003; ; ; ;3.655,99;0
30.10.2003; ; ; ;3.639,66;0
29.10.2003; ; ; ;3.615,42;0
28.10.2003; ; ; ;3.586,93;0
27.10.2003; ; ; ;3.517,1;0
24.10.2003; ; ; ;3.452,64;0
23.10.2003; ; ; ;3.497,14;0
22.10.2003; ; ; ;3.490,6;0
21.10.2003; ; ; ;3.580,08;0
20.10.2003; ; ; ;3.559,33;0
17.10.2003; ; ; ;3.516,67;0
16.10.2003; ; ; ;3.577,72;0
15.10.2003; ; ; ;3.570,58;0
14.10.2003; ; ; ;3.538,13;0
13.10.2003; ; ; ;3.538,39;0
10.10.2003; ; ; ;3.471,25;0
09.10.2003; ; ; ;3.481,9;0
08.10.2003; ; ; ;3.395,33;0
07.10.2003; ; ; ;3.355,78;0
06.10.2003; ; ; ;3.404,91;0
03.10.2003; ; ; ;3.419;0
02.10.2003; ; ; ;3.276,64;0
01.10.2003; ; ; ;3.329,83;0
30.09.2003; ; ; ;3.256,78;0
29.09.2003; ; ; ;3.323,38;0
26.09.2003; ; ; ;3.324,85;0
25.09.2003; ; ; ;3.326,27;0
24.09.2003; ; ; ;3.307,34;0
23.09.2003; ; ; ;3.411,02;0
22.09.2003; ; ; ;3.456,27;0
19.09.2003; ; ; ;3.578,7;0
18.09.2003; ; ; ;3.612,02;0
17.09.2003; ; ; ;3.561,03;0
16.09.2003; ; ; ;3.564,75;0
15.09.2003; ; ; ;3.516,31;0
12.09.2003; ; ; ;3.508,06;0
11.09.2003; ; ; ;3.566,85;0
10.09.2003; ; ; ;3.536,87;0
09.09.2003; ; ; ;3.593,95;0
08.09.2003; ; ; ;3.641,53;0
05.09.2003; ; ; ;3.607,71;0
04.09.2003; ; ; ;3.668,67;0
03.09.2003; ; ; ;3.647,51;0
02.09.2003; ; ; ;3.567,2;0
01.09.2003; ; ; ;3.571,22;0
29.08.2003; ; ; ;3.484,58;0
28.08.2003; ; ; ;3.492,67;0
27.08.2003; ; ; ;3.483,08;0
26.08.2003; ; ; ;3.455,48;0
25.08.2003; ; ; ;3.500,09;0
22.08.2003; ; ; ;3.549,05;0
21.08.2003; ; ; ;3.565,47;0
20.08.2003; ; ; ;3.501,23;0
19.08.2003; ; ; ;3.504,53;0
18.08.2003; ; ; ;3.507,23;0
15.08.2003; ; ; ;3.443,93;0
14.08.2003; ; ; ;3.452,7;0
13.08.2003; ; ; ;3.398,89;0
12.08.2003; ; ; ;3.381,71;0
11.08.2003; ; ; ;3.339,58;0
08.08.2003; ; ; ;3.332,24;0
07.08.2003; ; ; ;3.331,89;0
06.08.2003; ; ; ;3.375,66;0
05.08.2003; ; ; ;3.438,36;0
04.08.2003; ; ; ;3.405,31;0
01.08.2003; ; ; ;3.438,89;0
31.07.2003; ; ; ;3.487,86;0
30.07.2003; ; ; ;3.429,03;0
29.07.2003; ; ; ;3.428,12;0
28.07.2003; ; ; ;3.417,77;0
25.07.2003; ; ; ;3.356,89;0
24.07.2003; ; ; ;3.374,82;0
23.07.2003; ; ; ;3.304,48;0
22.07.2003; ; ; ;3.318,15;0
21.07.2003; ; ; ;3.287;0
18.07.2003; ; ; ;3.366,71;0
17.07.2003; ; ; ;3.330,68;0
16.07.2003; ; ; ;3.387,64;0
15.07.2003; ; ; ;3.384,69;0
14.07.2003; ; ; ;3.396,07;0
11.07.2003; ; ; ;3.326,51;0
10.07.2003; ; ; ;3.269,84;0
09.07.2003; ; ; ;3.322,43;0
08.07.2003; ; ; ;3.344,46;0
07.07.2003; ; ; ;3.332,87;0
04.07.2003; ; ; ;3.239,61;0
03.07.2003; ; ; ;3.241,92;0
02.07.2003; ; ; ;3.241,04;0
01.07.2003; ; ; ;3.146,55;0
30.06.2003; ; ; ;3.220,58;0
27.06.2003; ; ; ;3.224,66;0
26.06.2003; ; ; ;3.241,22;0
25.06.2003; ; ; ;3.198,82;0
24.06.2003; ; ; ;3.217,34;0
23.06.2003; ; ; ;3.186,39;0
20.06.2003; ; ; ;3.238,98;0
19.06.2003; ; ; ;3.247,11;0
18.06.2003; ; ; ;3.304,15;0
17.06.2003; ; ; ;3.286,48;0
16.06.2003; ; ; ;3.264,5;0
13.06.2003; ; ; ;3.168,71;0
12.06.2003; ; ; ;3.219,47;0
11.06.2003; ; ; ;3.178,15;0
10.06.2003; ; ; ;3.140,34;0
09.06.2003; ; ; ;3.094,76;0
06.06.2003; ; ; ;3.127,46;0
05.06.2003; ; ; ;3.039,76;0
04.06.2003; ; ; ;3.080,02;0
03.06.2003; ; ; ;3.026,82;0
02.06.2003; ; ; ;3.064,56;0
30.05.2003; ; ; ;2.982,68;0
29.05.2003; ; ; ;2.906,71;0
28.05.2003; ; ; ;2.919,54;0
27.05.2003; ; ; ;2.873,6;0
26.05.2003; ; ; ;2.828,28;0
23.05.2003; ; ; ;2.822,83;0
22.05.2003; ; ; ;2.865,21;0
21.05.2003; ; ; ;2.827,25;0
20.05.2003; ; ; ;2.838,93;0
19.05.2003; ; ; ;2.850,68;0
16.05.2003; ; ; ;2.989,08;0
15.05.2003; ; ; ;2.989,38;0
14.05.2003; ; ; ;2.926,03;0
13.05.2003; ; ; ;2.909,95;0
12.05.2003; ; ; ;2.937,26;0
09.05.2003; ; ; ;2.956,59;0
08.05.2003; ; ; ;2.886,08;0
07.05.2003; ; ; ;3.005,64;0
06.05.2003; ; ; ;3.066,95;0
05.05.2003; ; ; ;3.013,04;0
02.05.2003; ; ; ;2.986;0
01.05.2003; ; ; ;2.942,04;0
30.04.2003; ; ; ;2.942,04;0
29.04.2003; ; ; ;2.908,96;0
28.04.2003; ; ; ;2.953,92;0
25.04.2003; ; ; ;2.838,23;0
24.04.2003; ; ; ;2.891,62;0
23.04.2003; ; ; ;2.974,4;0
22.04.2003; ; ; ;2.960,96;0
21.04.2003; ; ; ;2.899,78;0
18.04.2003; ; ; ;2.899,78;0
17.04.2003; ; ; ;2.899,78;0
16.04.2003; ; ; ;2.824,68;0
15.04.2003; ; ; ;2.834,12;0
14.04.2003; ; ; ;2.776,78;0
11.04.2003; ; ; ;2.733,95;0
10.04.2003; ; ; ;2.697,1;0
09.04.2003; ; ; ;2.734,1;0
08.04.2003; ; ; ;2.767,79;0
07.04.2003; ; ; ;2.808,94;0
04.04.2003; ; ; ;2.654,07;0
03.04.2003; ; ; ;2.569,81;0
02.04.2003; ; ; ;2.589,35;0
01.04.2003; ; ; ;2.450,19;0
31.03.2003; ; ; ;2.423,87;0
28.03.2003; ; ; ;2.520,84;0
27.03.2003; ; ; ;2.584,05;0
26.03.2003; ; ; ;2.579,33;0
25.03.2003; ; ; ;2.636,1;0
24.03.2003; ; ; ;2.548,37;0
21.03.2003; ; ; ;2.715,06;0
20.03.2003; ; ; ;2.604,85;0
19.03.2003; ; ; ;2.615,22;0
18.03.2003; ; ; ;2.584,61;0
17.03.2003; ; ; ;2.487,12;0
14.03.2003; ; ; ;2.403,19;0
13.03.2003; ; ; ;2.354,31;0
12.03.2003; ; ; ;2.202,96;0
11.03.2003; ; ; ;2.305,3;0
10.03.2003; ; ; ;2.329,04;0
07.03.2003; ; ; ;2.431,66;0
06.03.2003; ; ; ;2.437,51;0
05.03.2003; ; ; ;2.498,02;0
04.03.2003; ; ; ;2.501,03;0
03.03.2003; ; ; ;2.549,65;0
28.02.2003; ; ; ;2.547,05;0
27.02.2003; ; ; ;2.513,22;0
26.02.2003; ; ; ;2.450,2;0
25.02.2003; ; ; ;2.485,5;0
24.02.2003; ; ; ;2.571,35;0
21.02.2003; ; ; ;2.648,87;0
20.02.2003; ; ; ;2.591,26;0
19.02.2003; ; ; ;2.624,65;0
18.02.2003; ; ; ;2.740,14;0
17.02.2003; ; ; ;2.708,97;0
14.02.2003; ; ; ;2.674,46;0
13.02.2003; ; ; ;2.555,27;0
12.02.2003; ; ; ;2.571,25;0
11.02.2003; ; ; ;2.627;0
10.02.2003; ; ; ;2.586,09;0
07.02.2003; ; ; ;2.569,34;0
06.02.2003; ; ; ;2.649;0
05.02.2003; ; ; ;2.725,88;0
04.02.2003; ; ; ;2.632,98;0
03.02.2003; ; ; ;2.751,99;0
31.01.2003; ; ; ;2.747,83;0
30.01.2003; ; ; ;2.693,78;0
29.01.2003; ; ; ;2.706,57;0
28.01.2003; ; ; ;2.671,36;0
27.01.2003; ; ; ;2.643,8;0
24.01.2003; ; ; ;2.717,82;0
23.01.2003; ; ; ;2.811,22;0
22.01.2003; ; ; ;2.803,25;0
21.01.2003; ; ; ;2.870,57;0
20.01.2003; ; ; ;2.893,55;0
17.01.2003; ; ; ;2.918,82;0
16.01.2003; ; ; ;3.054,11;0
15.01.2003; ; ; ;3.049,4;0
14.01.2003; ; ; ;3.098,72;0
13.01.2003; ; ; ;3.060,65;0
10.01.2003; ; ; ;3.037,33;0
09.01.2003; ; ; ;3.037,68;0
08.01.2003; ; ; ;2.993;0
07.01.2003; ; ; ;3.112,77;0
06.01.2003; ; ; ;3.157,25;0
03.01.2003; ; ; ;3.092,94;0
02.01.2003; ; ; ;3.105,04;0
01.01.2003; ; ; ;2.891,13;0
31.12.2002; ; ; ;2.891,13;0
30.12.2002; ; ; ;2.891,13;0
27.12.2002; ; ; ;2.840;0
26.12.2002; ; ; ;3.000,84;0
25.12.2002; ; ; ;3.000,84;0
24.12.2002; ; ; ;3.000,84;0
23.12.2002; ; ; ;3.000,84;0
20.12.2002; ; ; ;3.024,22;0
19.12.2002; ; ; ;2.961,41;0
18.12.2002; ; ; ;3.022,69;0
17.12.2002; ; ; ;3.139,97;0
16.12.2002; ; ; ;3.205,29;0
13.12.2002; ; ; ;3.077,06;0
12.12.2002; ; ; ;3.111,88;0
11.12.2002; ; ; ;3.196,05;0
10.12.2002; ; ; ;3.167,99;0
09.12.2002; ; ; ;3.065,57;0
06.12.2002; ; ; ;3.207,53;0
05.12.2002; ; ; ;3.224,74;0
04.12.2002; ; ; ;3.320,75;0
03.12.2002; ; ; ;3.280,49;0
02.12.2002; ; ; ;3.380,2;0
29.11.2002; ; ; ;3.320,32;0
28.11.2002; ; ; ;3.360,76;0
27.11.2002; ; ; ;3.346,14;0
26.11.2002; ; ; ;3.191,63;0
25.11.2002; ; ; ;3.299,24;0
22.11.2002; ; ; ;3.320,88;0
21.11.2002; ; ; ;3.304,63;0
20.11.2002; ; ; ;3.212,99;0
19.11.2002; ; ; ;3.206,93;0
18.11.2002; ; ; ;3.218,36;0
15.11.2002; ; ; ;3.191,76;0
14.11.2002; ; ; ;3.188,39;0
13.11.2002; ; ; ;3.066,42;0
12.11.2002; ; ; ;3.115,88;0
11.11.2002; ; ; ;3.042,06;0
08.11.2002; ; ; ;3.095,19;0
07.11.2002; ; ; ;3.155,66;0
06.11.2002; ; ; ;3.298,84;0
05.11.2002; ; ; ;3.351,32;0
04.11.2002; ; ; ;3.327,94;0
01.11.2002; ; ; ;3.165,16;0
31.10.2002; ; ; ;3.152,85;0
30.10.2002; ; ; ;3.113,59;0
29.10.2002; ; ; ;3.022,01;0
28.10.2002; ; ; ;3.198,96;0
25.10.2002; ; ; ;3.102,01;0
24.10.2002; ; ; ;3.090,01;0
23.10.2002; ; ; ;3.015,42;0
22.10.2002; ; ; ;3.155,97;0
21.10.2002; ; ; ;3.282,67;0
18.10.2002; ; ; ;3.163,67;0
17.10.2002; ; ; ;3.172,46;0
16.10.2002; ; ; ;3.008,93;0
15.10.2002; ; ; ;3.048,27;0
14.10.2002; ; ; ;2.850,11;0
11.10.2002; ; ; ;2.930,74;0
10.10.2002; ; ; ;2.733,19;0
09.10.2002; ; ; ;2.597,88;0
08.10.2002; ; ; ;2.622,09;0
07.10.2002; ; ; ;2.667,39;0
04.10.2002; ; ; ;2.714,62;0
03.10.2002; ; ; ;2.813,3;0
02.10.2002; ; ; ;2.926,74;0
01.10.2002; ; ; ;2.865,23;0
30.09.2002; ; ; ;2.769,03;0
27.09.2002; ; ; ;2.918,9;0
26.09.2002; ; ; ;3.020,6;0
25.09.2002; ; ; ;2.962,5;0
24.09.2002; ; ; ;2.873,21;0
23.09.2002; ; ; ;2.914,25;0
20.09.2002; ; ; ;3.065,73;0
19.09.2002; ; ; ;3.007,47;0
18.09.2002; ; ; ;3.124,92;0
17.09.2002; ; ; ;3.289,13;0
16.09.2002; ; ; ;3.319,05;0
13.09.2002; ; ; ;3.361,28;0
12.09.2002; ; ; ;3.421,87;0
11.09.2002; ; ; ;3.584,69;0
10.09.2002; ; ; ;3.494,69;0
09.09.2002; ; ; ;3.429,22;0
06.09.2002; ; ; ;3.485,68;0
05.09.2002; ; ; ;3.354,71;0
04.09.2002; ; ; ;3.425,9;0
03.09.2002; ; ; ;3.398,99;0
02.09.2002; ; ; ;3.609,41;0
30.08.2002; ; ; ;3.712,94;0
29.08.2002; ; ; ;3.660,95;0
28.08.2002; ; ; ;3.682,84;0
27.08.2002; ; ; ;3.851,34;0
26.08.2002; ; ; ;3.783,84;0
23.08.2002; ; ; ;3.828,26;0
22.08.2002; ; ; ;3.906,55;0
21.08.2002; ; ; ;3.868,17;0
20.08.2002; ; ; ;3.768,51;0
19.08.2002; ; ; ;3.837,67;0
16.08.2002; ; ; ;3.684,69;0
15.08.2002; ; ; ;3.665,74;0
14.08.2002; ; ; ;3.589,92;0
13.08.2002; ; ; ;3.683,21;0
12.08.2002; ; ; ;3.647,13;0
09.08.2002; ; ; ;3.760,86;0
08.08.2002; ; ; ;3.679,26;0
07.08.2002; ; ; ;3.465,54;0
06.08.2002; ; ; ;3.568,64;0
05.08.2002; ; ; ;3.332,65;0
02.08.2002; ; ; ;3.532,49;0
01.08.2002; ; ; ;3.606,45;0
31.07.2002; ; ; ;3.700,14;0
30.07.2002; ; ; ;3.878,94;0
29.07.2002; ; ; ;3.859,78;0
26.07.2002; ; ; ;3.579;0
25.07.2002; ; ; ;3.520,46;0
24.07.2002; ; ; ;3.632,66;0
23.07.2002; ; ; ;3.515,83;0
22.07.2002; ; ; ;3.691,43;0
19.07.2002; ; ; ;3.891,88;0
18.07.2002; ; ; ;4.100,75;0
17.07.2002; ; ; ;4.092,82;0
16.07.2002; ; ; ;3.977,75;0
15.07.2002; ; ; ;3.912,51;0
12.07.2002; ; ; ;4.130,8;0
11.07.2002; ; ; ;4.118,5;0
10.07.2002; ; ; ;4.190,22;0
09.07.2002; ; ; ;4.369,76;0
08.07.2002; ; ; ;4.442,33;0
05.07.2002; ; ; ;4.483,03;0
04.07.2002; ; ; ;4.258,62;0
03.07.2002; ; ; ;4.138,15;0
02.07.2002; ; ; ;4.195,95;0
01.07.2002; ; ; ;4.366,81;0
28.06.2002; ; ; ;4.382,56;0
27.06.2002; ; ; ;4.259,43;0
26.06.2002; ; ; ;4.099,05;0
25.06.2002; ; ; ;4.202,97;0
24.06.2002; ; ; ;4.127,21;0
21.06.2002; ; ; ;4.232,4;0
20.06.2002; ; ; ;4.245,68;0
19.06.2002; ; ; ;4.354,82;0
18.06.2002; ; ; ;4.433,85;0
17.06.2002; ; ; ;4.475,1;0
14.06.2002; ; ; ;4.303,85;0
13.06.2002; ; ; ;4.470,14;0
12.06.2002; ; ; ;4.510,19;0
11.06.2002; ; ; ;4.606,09;0
10.06.2002; ; ; ;4.589,26;0
07.06.2002; ; ; ;4.610,18;0
06.06.2002; ; ; ;4.657,52;0
05.06.2002; ; ; ;4.624,31;0
04.06.2002; ; ; ;4.625,79;0
03.06.2002; ; ; ;4.747,95;0
31.05.2002; ; ; ;4.818,3;0
30.05.2002; ; ; ;4.761,96;0
29.05.2002; ; ; ;4.881,8;0
28.05.2002; ; ; ;4.918,58;0
27.05.2002; ; ; ;4.961,54;0
24.05.2002; ; ; ;4.899,13;0
23.05.2002; ; ; ;4.879,5;0
22.05.2002; ; ; ;4.919,5;0
21.05.2002; ; ; ;4.984,61;0
20.05.2002; ; ; ;4.998,99;0
17.05.2002; ; ; ;5.036,41;0
16.05.2002; ; ; ;5.047,45;0
15.05.2002; ; ; ;5.072,39;0
14.05.2002; ; ; ;5.049,08;0
13.05.2002; ; ; ;4.975,48;0
10.05.2002; ; ; ;4.871,7;0
09.05.2002; ; ; ;4.966,48;0
08.05.2002; ; ; ;5.028,59;0
07.05.2002; ; ; ;4.872,41;0
06.05.2002; ; ; ;4.880,67;0
03.05.2002; ; ; ;4.882,77;0
02.05.2002; ; ; ;4.964,56;0
01.05.2002; ; ; ;5.041,2;0
30.04.2002; ; ; ;5.041,2;0
29.04.2002; ; ; ;5.008,04;0
26.04.2002; ; ; ;5.000,38;0
25.04.2002; ; ; ;5.054,41;0
24.04.2002; ; ; ;5.160,14;0
23.04.2002; ; ; ;5.192,1;0
22.04.2002; ; ; ;5.205,48;0
19.04.2002; ; ; ;5.284,55;0
18.04.2002; ; ; ;5.262,88;0
17.04.2002; ; ; ;5.318,55;0
16.04.2002; ; ; ;5.343,88;0
15.04.2002; ; ; ;5.244,2;0
12.04.2002; ; ; ;5.189,65;0
11.04.2002; ; ; ;5.162,96;0
10.04.2002; ; ; ;5.265,36;0
09.04.2002; ; ; ;5.170,25;0
08.04.2002; ; ; ;5.180,33;0
05.04.2002; ; ; ;5.260,53;0
04.04.2002; ; ; ;5.254,95;0
03.04.2002; ; ; ;5.281,84;0
02.04.2002; ; ; ;5.311,08;0
01.04.2002; ; ; ;5.397,29;0
29.03.2002; ; ; ;5.397,29;0
28.03.2002; ; ; ;5.397,29;0
27.03.2002; ; ; ;5.348;0
26.03.2002; ; ; ;5.390,59;0
25.03.2002; ; ; ;5.317,38;0
22.03.2002; ; ; ;5.366,13;0
21.03.2002; ; ; ;5.348,68;0
20.03.2002; ; ; ;5.364,7;0
19.03.2002; ; ; ;5.462,55;0
18.03.2002; ; ; ;5.426,04;0
15.03.2002; ; ; ;5.401,11;0
14.03.2002; ; ; ;5.276,87;0
13.03.2002; ; ; ;5.245,99;0
12.03.2002; ; ; ;5.275,81;0
11.03.2002; ; ; ;5.340,67;0
08.03.2002; ; ; ;5.359,55;0
07.03.2002; ; ; ;5.289,43;0
06.03.2002; ; ; ;5.285,26;0
05.03.2002; ; ; ;5.228,67;0
04.03.2002; ; ; ;5.245,84;0
01.03.2002; ; ; ;5.097,41;0
28.02.2002; ; ; ;5.039,08;0
27.02.2002; ; ; ;4.960,22;0
26.02.2002; ; ; ;4.897,75;0
25.02.2002; ; ; ;4.863,54;0
22.02.2002; ; ; ;4.745,58;0
21.02.2002; ; ; ;4.850,73;0
20.02.2002; ; ; ;4.780,24;0
19.02.2002; ; ; ;4.764,05;0
18.02.2002; ; ; ;4.871,76;0
