Datum;Erster;Hoch;Tief;Schlusskurs;Volumen
14.05.2010;6.226;6.233,71;6.015,36;6.056,71;4.978.263.000
13.05.2010;6.240,67;6.276,55;6.196,89;6.251,97;3.476.153.000
12.05.2010;6.026,06;6.217,15;6.006,44;6.183,49;5.306.377.000
11.05.2010;5.922,03;6.042,08;5.918,14;6.037,71;4.675.456.000
10.05.2010;5.814,41;6.017,91;5.808,81;6.017,91;8.148.467.000
07.05.2010;5.790,67;5.905,05;5.655,18;5.715,09;8.905.117.000
06.05.2010;5.919,94;6.009,13;5.884,39;5.908,26;7.949.885.000
05.05.2010;6.021,06;6.031,09;5.929,35;5.958,45;7.338.872.000
04.05.2010;6.175,87;6.196,93;5.997,36;6.006,86;6.237.656.000
03.05.2010;6.122,76;6.190,07;6.089,93;6.166,92;3.022.786.000
30.04.2010;6.155,57;6.205,72;6.086,09;6.135,7;6.838.377.000
29.04.2010;6.110,56;6.159,41;6.073,45;6.144,91;6.473.573.000
28.04.2010;6.141,01;6.159,02;6.024,01;6.084,34;7.747.846.000
27.04.2010;6.332,4;6.333;6.159,51;6.159,51;5.611.976.000
26.04.2010;6.317,13;6.341,52;6.299,62;6.332,1;3.516.677.000
23.04.2010;6.192,62;6.287,5;6.170,39;6.259,53;4.202.973.000
22.04.2010;6.229,23;6.286,36;6.142,16;6.168,72;6.125.849.000
21.04.2010;6.280,54;6.281,38;6.229,42;6.230,38;4.619.438.000
20.04.2010;6.193,5;6.267,52;6.172,57;6.264,23;4.224.656.000
19.04.2010;6.158,6;6.190,86;6.140,38;6.162,44;3.824.272.000
16.04.2010;6.264,65;6.305,4;6.162,84;6.180,9;6.458.195.000
15.04.2010;6.286,63;6.310,76;6.249,74;6.291,45;3.131.646.000
14.04.2010;6.269,48;6.305,15;6.249,92;6.278,4;3.375.904.000
13.04.2010;6.236,28;6.251,46;6.199,71;6.230,83;2.891.019.000
12.04.2010;6.283,81;6.285,03;6.223,78;6.250,69;2.425.122.000
09.04.2010;6.226,56;6.254,49;6.216,6;6.249,7;2.957.592.000
08.04.2010;6.199,94;6.207,14;6.138,02;6.171,83;3.064.304.000
07.04.2010;6.248,37;6.256,4;6.208,52;6.222,41;2.863.532.000
06.04.2010;6.250,01;6.265,32;6.214,18;6.252,21;2.937.427.000
01.04.2010;6.189,38;6.238,44;6.186,59;6.235,56;2.862.940.000
31.03.2010;6.139,4;6.162,18;6.108,34;6.153,55;3.426.816.000
30.03.2010;6.187,64;6.203,5;6.135,51;6.142,45;3.116.488.000
29.03.2010;6.149,75;6.172,85;6.128,21;6.156,85;2.566.603.000
26.03.2010;6.125,87;6.135,95;6.105,67;6.120,05;3.297.600.000
25.03.2010;6.043,84;6.139,5;6.038,05;6.132,95;3.600.706.000
24.03.2010;6.038;6.044,64;5.964,76;6.039;3.340.660.000
23.03.2010;5.987,09;6.030,94;5.981,35;6.017,27;2.979.368.000
22.03.2010;5.961,03;5.987,5;5.910,85;5.987,5;2.806.725.000
19.03.2010;6.031,73;6.041,95;5.956,81;5.982,43;7.185.246.000
18.03.2010;6.005,29;6.039,3;5.995,7;6.012,31;2.954.829.000
17.03.2010;5.999,31;6.035,95;5.991,41;6.024,28;3.391.728.000
16.03.2010;5.934,71;5.991,11;5.930,34;5.970,99;2.656.238.000
15.03.2010;5.933,63;5.953,19;5.898,22;5.903,56;2.271.444.000
12.03.2010;5.944,57;5.989,88;5.934,15;5.945,11;3.137.448.000
11.03.2010;5.913,17;5.954,55;5.906,84;5.928,63;2.606.970.000
10.03.2010;5.882,76;5.951,93;5.874,75;5.936,72;2.703.088.000
09.03.2010;5.872,57;5.900,16;5.838,17;5.885,89;2.488.713.000
08.03.2010;5.891,74;5.894,19;5.865,44;5.875,91;2.494.679.000
05.03.2010;5.816,19;5.879,62;5.808,36;5.877,36;3.091.695.000
04.03.2010;5.773,86;5.823,11;5.767,65;5.795,32;2.736.441.000
03.03.2010;5.759,22;5.828,8;5.750,3;5.817,88;2.980.013.000
02.03.2010;5.728,28;5.780,14;5.709,74;5.776,56;2.877.171.000
01.03.2010;5.652,85;5.717,72;5.641,32;5.713,51;2.872.182.000
26.02.2010;5.588,99;5.605,1;5.530,19;5.598,46;3.279.860.000
25.02.2010;5.562,7;5.655,75;5.519,2;5.532,33;3.800.267.000
24.02.2010;5.622,31;5.639,71;5.572,25;5.615,51;3.039.089.000
23.02.2010;5.715,63;5.732,14;5.584,47;5.604,07;3.331.324.000
22.02.2010;5.741;5.743,89;5.697,59;5.688,44;949.295.000
19.02.2010;5.627,26;5.729,58;5.626,57;5.722,05;3.436.641.000
18.02.2010;5.647,66;5.691,6;5.626,08;5.680,41;3.458.708.000
17.02.2010;5.640,17;5.682,36;5.634,98;5.648,34;3.200.258.000
16.02.2010;5.573,68;5.592,12;5.498,07;5.592,12;2.761.203.000
15.02.2010;5.525,74;5.547,14;5.502,49;5.511,1;1.470.513.000
12.02.2010;5.550,45;5.565,26;5.460,05;5.500,39;2.973.587.000
11.02.2010;5.562,83;5.580,77;5.454,07;5.503,93;3.258.202.000
10.02.2010;5.533,71;5.592,16;5.505,43;5.536,37;3.369.770.000
09.02.2010;5.485,31;5.537,97;5.461,51;5.498,26;3.430.582.000
08.02.2010;5.476,47;5.505,06;5.434,4;5.484,85;3.431.709.000
05.02.2010;5.515,69;5.527;5.433,02;5.434,34;5.567.808.000
04.02.2010;5.671,17;5.696,94;5.522,57;5.533,24;4.368.551.000
03.02.2010;5.714,61;5.733,71;5.656,9;5.672,09;3.522.658.000
02.02.2010;5.664,25;5.723,2;5.624,61;5.709,66;3.146.085.000
01.02.2010;5.587,5;5.673,98;5.567,72;5.654,48;3.056.604.000
29.01.2010;5.566,03;5.657,6;5.556,19;5.608,79;4.154.840.000
28.01.2010;5.687,1;5.718,81;5.540,33;5.540,33;4.438.810.000
27.01.2010;5.643,52;5.673,73;5.589,01;5.643,2;3.809.009.000
26.01.2010;5.593,96;5.675,96;5.576,92;5.668,93;4.215.196.000
25.01.2010;5.662,85;5.693,86;5.624,58;5.631,37;3.347.549.000
22.01.2010;5.735,68;5.740,68;5.639,49;5.695,32;4.758.978.000
21.01.2010;5.878,38;5.908,85;5.742,45;5.746,97;3.887.775.000
20.01.2010;5.963,71;5.972,77;5.832,09;5.851,53;3.215.320.000
19.01.2010;5.905,33;5.988,8;5.849,67;5.976,48;2.942.773.000
18.01.2010;5.897,63;5.922,93;5.877,65;5.918,55;2.086.312.000
15.01.2010;5.996,56;6.025,36;5.866,84;5.875,97;4.356.540.000
14.01.2010;5.999,08;6.009,91;5.951,69;5.988,88;3.343.414.000
13.01.2010;5.937,17;5.974,44;5.925,24;5.963,14;3.009.920.000
12.01.2010;6.039,39;6.055,56;5.924,72;5.943;3.518.485.000
11.01.2010;6.057,93;6.094,26;6.031,14;6.040,5;2.708.689.000
08.01.2010;6.028,62;6.053,04;5.972,24;6.037,61;3.165.438.000
07.01.2010;6.016,8;6.037,57;5.961,25;6.019,36;2.998.764.000
06.01.2010;6.032,39;6.047,57;5.997,09;6.034,33;2.455.904.000
05.01.2010;6.043,94;6.058,02;6.015,67;6.031,86;2.728.640.000
04.01.2010;5.975,42;6.048,3;5.974,43;6.048,3;2.424.073.000
30.12.2009;6.002,29;6.008,75;5.949,45;5.957,43;942.538.000
29.12.2009;6.010,92;6.026,64;6.001,22;6.011,55;1.299.588.000
28.12.2009;5.977,99;6.011,28;5.977,99;6.002,92;1.105.600.000
23.12.2009;5.966,11;5.988,28;5.935,14;5.957,44;1.570.239.000
22.12.2009;5.939,2;5.981,98;5.929,67;5.945,69;2.074.788.000
21.12.2009;5.843,47;5.936,27;5.843,47;5.930,53;2.457.113.000
18.12.2009;5.846,97;5.900,62;5.829,64;5.831,21;6.567.061.000
17.12.2009;5.884,16;5.891,37;5.833,9;5.844,44;2.926.309.000
16.12.2009;5.812,88;5.903,43;5.812,2;5.903,43;3.312.758.000
15.12.2009;5.815,83;5.828,24;5.752,21;5.811,34;2.471.727.000
14.12.2009;5.803,2;5.827,25;5.778,83;5.802,26;2.348.002.000
11.12.2009;5.714,43;5.793,07;5.714,43;5.756,29;2.749.002.000
10.12.2009;5.646,65;5.741,8;5.636,96;5.709,02;2.291.932.000
09.12.2009;5.673,2;5.712,19;5.606,5;5.647,84;2.660.682.000
08.12.2009;5.764,3;5.809,8;5.659,4;5.688,58;2.948.878.000
07.12.2009;5.812,11;5.812,69;5.743,17;5.784,75;2.256.465.000
04.12.2009;5.752,86;5.858,63;5.724,27;5.817,65;3.173.677.000
03.12.2009;5.805,14;5.852,87;5.754,98;5.770,35;3.240.199.000
02.12.2009;5.771,5;5.813,2;5.752,26;5.781,68;3.031.313.000
01.12.2009;5.654,01;5.776,61;5.653,08;5.776,61;3.167.038.000
30.11.2009;5.691,84;5.718,34;5.607,82;5.625,95;3.217.939.000
27.11.2009;5.580,52;5.718,53;5.519,48;5.685,61;3.298.432.000
26.11.2009;5.785,12;5.785,12;5.596,98;5.614,17;3.368.103.000
25.11.2009;5.794,66;5.825,87;5.753,94;5.803,02;2.571.781.000
24.11.2009;5.762,57;5.814,18;5.745,57;5.769,31;2.615.844.000
23.11.2009;5.689,38;5.823,18;5.689,38;5.801,48;2.328.329.000
20.11.2009;5.724,93;5.744,53;5.638,33;5.663,15;3.475.142.000
19.11.2009;5.783,91;5.791,83;5.688,68;5.702,18;2.559.210.000
18.11.2009;5.793,39;5.843,27;5.770,66;5.787,61;2.851.036.000
17.11.2009;5.788,46;5.802,32;5.760,53;5.778,43;2.438.149.000
16.11.2009;5.717,46;5.812,84;5.717,46;5.804,82;3.091.348.000
13.11.2009;5.661,82;5.700,45;5.615,68;5.686,83;2.330.808.000
12.11.2009;5.657,9;5.726,28;5.632,77;5.663,96;2.689.008.000
11.11.2009;5.633,09;5.705,89;5.633,09;5.668,35;2.642.705.000
10.11.2009;5.627,16;5.650,88;5.602,55;5.613,2;2.511.193.000
09.11.2009;5.514,34;5.626,15;5.514,34;5.619,72;2.594.505.000
06.11.2009;5.464,55;5.524,79;5.410,59;5.488,25;2.879.574.000
05.11.2009;5.404,83;5.512;5.356,13;5.480,92;3.400.665.000
04.11.2009;5.378,16;5.471;5.364,92;5.444,23;3.130.730.000
03.11.2009;5.412,06;5.412,06;5.312,69;5.353,35;3.606.449.000
02.11.2009;5.410,61;5.472,03;5.378,64;5.430,82;2.952.128.000
30.10.2009;5.593,15;5.597,3;5.394,8;5.414,96;3.684.028.000
29.10.2009;5.491,96;5.590,22;5.461,55;5.587,45;4.113.740.000
28.10.2009;5.639,64;5.646,01;5.493,59;5.496,27;5.038.096.000
27.10.2009;5.652,87;5.673,19;5.597,63;5.635,02;3.551.320.000
26.10.2009;5.764,03;5.799,28;5.624,1;5.642,16;3.107.104.000
23.10.2009;5.792,42;5.848,68;5.731,69;5.740,25;2.684.049.000
22.10.2009;5.805,53;5.805,53;5.712,82;5.762,98;3.091.993.000
21.10.2009;5.827,09;5.858,08;5.736,85;5.833,49;3.717.648.000
20.10.2009;5.856,13;5.888,21;5.801,44;5.811,77;3.076.127.000
19.10.2009;5.761,3;5.857,13;5.761,3;5.852,56;2.931.006.000
16.10.2009;5.848,54;5.885,78;5.731,05;5.743,39;4.195.696.000
15.10.2009;5.853,45;5.869,11;5.805,9;5.830,77;3.588.676.000
14.10.2009;5.756,69;5.859,63;5.756,65;5.854,14;4.507.023.000
13.10.2009;5.777,89;5.786,92;5.695,16;5.714,31;2.668.201.000
12.10.2009;5.727,31;5.814,21;5.727,31;5.783,23;2.700.353.000
09.10.2009;5.701,49;5.748,33;5.673,69;5.711,88;2.491.686.000
08.10.2009;5.679,51;5.727,87;5.666,79;5.716,54;3.236.493.000
07.10.2009;5.650,25;5.690,92;5.626,38;5.640,75;2.665.975.000
06.10.2009;5.518,69;5.662,01;5.518,69;5.657,64;3.395.793.000
05.10.2009;5.477,81;5.511,64;5.440,23;5.508,85;2.507.034.000
02.10.2009;5.532,65;5.536,59;5.442,39;5.467,9;3.707.709.000
01.10.2009;5.681,88;5.726,97;5.554,46;5.554,55;3.226.394.000
30.09.2009;5.728,48;5.744,59;5.619,57;5.675,16;3.728.840.000
29.09.2009;5.736,79;5.756,26;5.690,19;5.713,52;3.023.165.000
28.09.2009;5.595,36;5.682,74;5.554,53;5.736,31;1.946.645.000
25.09.2009;5.615,79;5.620,13;5.559,47;5.581,41;2.645.047.000
24.09.2009;5.684,49;5.741,54;5.586,23;5.605,21;3.173.382.000
23.09.2009;5.705,88;5.754,04;5.672,1;5.702,05;2.579.688.000
22.09.2009;5.686,84;5.752,7;5.686,84;5.709,38;2.467.823.000
21.09.2009;5.698,53;5.698,53;5.617,8;5.668,65;2.804.986.000
18.09.2009;5.711,34;5.760,74;5.701,04;5.703,83;7.156.305.000
17.09.2009;5.722,37;5.748,24;5.703,22;5.731,14;3.659.316.000
16.09.2009;5.640,99;5.713,49;5.640,94;5.700,26;3.372.252.000
15.09.2009;5.637,21;5.649,66;5.584,53;5.628,98;2.851.754.000
14.09.2009;5.599,58;5.623,74;5.532,3;5.620,24;2.557.433.000
11.09.2009;5.601,65;5.653,15;5.601,65;5.624,02;2.854.098.000
10.09.2009;5.596,45;5.626,97;5.548,82;5.594,77;3.500.737.000
09.09.2009;5.463,93;5.578,15;5.450,4;5.574,26;3.318.662.000
08.09.2009;5.474,69;5.502,77;5.455,56;5.481,73;2.400.846.000
07.09.2009;5.400,76;5.477,13;5.400,76;5.463,51;2.274.569.000
04.09.2009;5.328,59;5.404,3;5.320,28;5.384,43;2.784.915.000
03.09.2009;5.332,5;5.364,03;5.278,5;5.301,42;2.593.100.000
02.09.2009;5.325,94;5.337,46;5.263,11;5.319,84;3.032.507.000
01.09.2009;5.479,35;5.507,48;5.327,29;5.327,29;3.117.028.000
31.08.2009;5.474,62;5.495,56;5.437,92;5.464,61;1.987.809.000
28.08.2009;5.512,17;5.573,89;5.502,46;5.517,35;2.328.139.000
27.08.2009;5.512,9;5.540,43;5.432,16;5.470,33;2.598.225.000
26.08.2009;5.548,77;5.572,47;5.500,1;5.521,97;2.504.775.000
25.08.2009;5.482,99;5.562,18;5.286,23;5.411,36;2.576.638.000
24.08.2009;5.482,6;5.531,76;5.481,36;5.519,75;2.358.727.000
21.08.2009;5.296,01;5.478,18;5.286,23;5.462,74;3.920.546.000
20.08.2009;5.261,66;5.325,86;5.261,66;5.311,06;2.103.138.000
19.08.2009;5.210,47;5.253,71;5.158,6;5.231,98;2.249.482.000
18.08.2009;5.218,09;5.250,74;5.200,47;5.250,74;1.867.045.000
17.08.2009;5.296,33;5.296,33;5.173,84;5.201,61;2.747.636.000
14.08.2009;5.402,99;5.444,13;5.289,78;5.309,11;2.753.039.000
13.08.2009;5.357,77;5.455,27;5.357,77;5.401,11;2.730.085.000
12.08.2009;5.283,41;5.367,63;5.252,15;5.350,09;2.487.894.000
11.08.2009;5.423,16;5.455,18;5.272,36;5.285,81;2.795.022.000
10.08.2009;5.451,79;5.452,2;5.390,7;5.418,12;2.012.993.000
07.08.2009;5.366,38;5.480,93;5.312,78;5.458,96;3.140.156.000
06.08.2009;5.389,58;5.422,02;5.340,36;5.369,98;2.868.657.000
05.08.2009;5.406,38;5.451,77;5.333,52;5.353,01;3.039.482.000
04.08.2009;5.418,83;5.427,57;5.360,44;5.417,02;2.607.782.000
03.08.2009;5.330,87;5.463,32;5.309,35;5.426,85;2.912.235.000
31.07.2009;5.349,14;5.383,02;5.303,69;5.332,14;3.233.454.000
30.07.2009;5.293,55;5.396,95;5.251,5;5.360,66;3.733.528.000
29.07.2009;5.168,89;5.307,82;5.159,25;5.270,32;3.144.931.000
28.07.2009;5.261,9;5.304,05;5.174,09;5.174,74;3.224.330.000
27.07.2009;5.277,72;5.309,62;5.216,49;5.251,55;2.462.040.000
24.07.2009;5.233,85;5.301,91;5.202,02;5.229,36;3.010.870.000
23.07.2009;5.129,87;5.258,84;5.101,26;5.247,28;2.919.940.000
22.07.2009;5.098,84;5.137,51;5.050,4;5.121,56;2.470.410.000
21.07.2009;5.041,19;5.141,36;5.027,3;5.093,97;2.390.810.000
20.07.2009;5.014,5;5.063,6;5.007,95;5.030,15;2.183.120.000
17.07.2009;4.980,01;5.017,6;4.960,65;4.978,4;2.753.870.000
16.07.2009;4.920,77;4.998,68;4.904,24;4.957,19;2.666.410.000
15.07.2009;4.799,25;4.928,45;4.798,69;4.928,44;2.862.400.000
14.07.2009;4.734,2;4.802,98;4.705,91;4.781,69;2.474.330.000
13.07.2009;4.564,94;4.722,34;4.524,01;4.722,34;2.367.590.000
10.07.2009;4.613,12;4.644,5;4.570,05;4.576,31;1.990.640.000
09.07.2009;4.600,17;4.669,92;4.596,32;4.630,07;2.100.310.000
08.07.2009;4.594,87;4.630,62;4.558;4.572,65;2.240.990.000
07.07.2009;4.663,37;4.703,3;4.590,69;4.598,19;2.046.050.000
06.07.2009;4.669,66;4.686,9;4.611,21;4.651,82;1.916.600.000
03.07.2009;4.738;4.748,32;4.685,27;4.708,21;1.537.870.000
02.07.2009;4.891;4.891;4.718,49;4.718,49;2.581.420.000
01.07.2009;4.820,61;4.930,35;4.818,91;4.905,44;2.336.930.000
30.06.2009;4.897,46;4.905,19;4.790,17;4.808,64;2.305.680.000
29.06.2009;4.768,11;4.901,36;4.762,61;4.885,09;2.140.000.000
26.06.2009;4.818,19;4.866,8;4.753,93;4.776,47;2.245.560.000
25.06.2009;4.838,04;4.838,04;4.720,24;4.800,56;2.305.500.000
24.06.2009;4.728,78;4.840,35;4.698,19;4.836,01;2.620.000.000
23.06.2009;4.680,34;4.752,86;4.669,8;4.707,15;2.630.390.000
22.06.2009;4.837,28;4.846,09;4.693,34;4.693,4;2.930.000.000
19.06.2009;4.844,82;4.878,82;4.814,5;4.839,46;6.480.000.000
18.06.2009;4.810,35;4.858,6;4.768,94;4.837,48;2.904.240.000
17.06.2009;4.883,06;4.886,65;4.761,2;4.799,98;3.520.000.000
16.06.2009;4.899,81;4.933,79;4.870,2;4.890,72;2.290.000.000
15.06.2009;5.051,35;5.051,35;4.886,4;4.889,94;2.660.000.000
12.06.2009;5.098,01;5.108,77;5.044,33;5.069,24;2.170.000.000
11.06.2009;5.039,97;5.120,87;5.038,03;5.107,26;1.840.000.000
10.06.2009;5.047,53;5.133,4;5.034,81;5.051,18;2.572.030.000
09.06.2009;5.018,41;5.064,36;4.982,12;4.997,86;2.241.600.000
08.06.2009;5.060,72;5.060,72;4.969,96;5.004,72;2.300.000.000
05.06.2009;5.092,62;5.164,72;5.047,83;5.077,03;2.812.630.000
04.06.2009;5.059,8;5.121;5.044,17;5.064,8;2.560.000.000
03.06.2009;5.150,02;5.158,33;5.036,54;5.054,53;2.439.940.000
02.06.2009;5.116,38;5.177,36;5.096;5.144,06;2.864.890.000
01.06.2009;4.992,1;5.156,62;4.991,21;5.142,56;2.564.140.000
29.05.2009;4.964,91;5.009,6;4.928,18;4.940,82;3.094.730.000
28.05.2009;4.958,65;4.986,62;4.884,92;4.932,88;2.467.060.000
27.05.2009;5.002,34;5.035,51;4.962,76;5.000,77;2.678.000.000
26.05.2009;4.891,29;4.994,05;4.802,8;4.985,6;2.829.470.000
25.05.2009;4.936,04;4.942,14;4.829,9;4.918,45;1.448.810.000
22.05.2009;4.904,67;4.964,68;4.868,56;4.918,75;2.168.830.000
21.05.2009;4.997,49;4.997,49;4.874,97;4.900,67;2.244.590.000
20.05.2009;4.954,35;5.060,76;4.949,85;5.038,94;3.802.570.000
19.05.2009;4.874,84;5.004,62;4.874,84;4.959,62;4.168.460.000
18.05.2009;4.704,78;4.858,65;4.683,61;4.851,96;3.125.690.000
15.05.2009;4.757,32;4.776,64;4.685,18;4.737,5;3.840.220.000
14.05.2009;4.727,68;4.744,62;4.653,25;4.738,47;3.302.460.000
13.05.2009;4.864,67;4.881,25;4.714,18;4.727,61;4.265.680.000
12.05.2009;4.836,99;4.926,69;4.821,53;4.854,11;3.449.410.000
11.05.2009;4.907,29;4.916,79;4.832,62;4.866,91;3.082.050.000
08.05.2009;4.851,52;4.965,45;4.846,85;4.913,9;3.797.850.000
07.05.2009;4.898,54;4.980,3;4.792,17;4.804,1;4.528.270.000
06.05.2009;4.848,94;4.945,39;4.827,88;4.880,71;4.078.300.000
05.05.2009;4.897,4;4.928,03;4.843,6;4.853,03;3.575.460.000
04.05.2009;4.790,03;4.908,2;4.781,97;4.902,45;2.910.390.000
30.04.2009;4.732,9;4.837,22;4.710,09;4.769,45;4.932.030.000
29.04.2009;4.617,01;4.722,11;4.611,54;4.704,56;4.128.830.000
28.04.2009;4.659,81;4.661,2;4.547,9;4.607,42;3.589.900.000
27.04.2009;4.625,41;4.712,97;4.571,54;4.694,07;3.164.580.000
24.04.2009;4.545,25;4.674,73;4.542,89;4.674,32;3.399.490.000
23.04.2009;4.565,44;4.609,17;4.524,48;4.538,21;3.811.170.000
22.04.2009;4.508,78;4.594,88;4.456,5;4.594,42;4.205.770.000
21.04.2009;4.488,63;4.542,92;4.390,7;4.501,63;4.310.350.000
20.04.2009;4.655,84;4.667,65;4.470,94;4.486,3;3.404.170.000
17.04.2009;4.622,28;4.680,63;4.590,72;4.676,84;4.500.210.000
16.04.2009;4.570,34;4.644,84;4.531,94;4.609,46;2.660.070.000
15.04.2009;4.527,66;4.559,28;4.488,26;4.549,79;2.340.430.000
14.04.2009;4.489,02;4.583,91;4.461,48;4.557,01;3.192.210.000
09.04.2009;4.397,06;4.510,74;4.377,98;4.491,12;2.962.210.000
08.04.2009;4.286,47;4.377,35;4.228,89;4.357,92;2.665.120.000
07.04.2009;4.359,21;4.379,33;4.276,29;4.322,5;2.571.130.000
06.04.2009;4.421,71;4.457,19;4.306,48;4.349,81;3.265.830.000
03.04.2009;4.353,46;4.456,3;4.335,09;4.384,99;3.845.730.000
02.04.2009;4.173,62;4.404,62;4.173,09;4.381,92;4.660.030.000
01.04.2009;4.074,79;4.148,66;3.997,46;4.131,07;2.763.350.000
31.03.2009;4.007,66;4.091,66;4.007,22;4.084,76;2.550.190.000
30.03.2009;4.175,41;4.175,45;3.987,39;3.989,23;2.746.050.000
27.03.2009;4.251,86;4.272,12;4.155,54;4.203,55;3.010.720.000
26.03.2009;4.226,97;4.262,96;4.210,98;4.259,37;2.913.310.000
25.03.2009;4.175,33;4.262,23;4.139,59;4.223,29;3.139.990.000
24.03.2009;4.201,49;4.239,74;4.150,97;4.187,36;3.205.670.000
23.03.2009;4.109,28;4.184,77;4.102,34;4.176,37;3.223.650.000
20.03.2009;4.006,47;4.081,73;3.995,09;4.068,74;5.838.700.000
19.03.2009;4.013,69;4.137,8;4.002,33;4.043,46;4.354.300.000
18.03.2009;4.024,18;4.066,69;3.948,59;3.996,32;2.737.220.000
17.03.2009;4.040,83;4.046,42;3.947,28;3.975,82;2.917.390.000
16.03.2009;3.990,83;4.063,02;3.984,59;4.044,54;2.707.990.000
13.03.2009;3.988,05;4.053,84;3.936,81;3.953,6;3.077.830.000
12.03.2009;3.890,23;3.971,25;3.802,2;3.956,22;3.520.900.000
11.03.2009;3.866,74;3.994,77;3.829,13;3.914,1;3.684.400.000
10.03.2009;3.716,29;3.754,6;3.681,33;3.886,98;732.133.000
09.03.2009;3.677,07;3.706,32;3.588,89;3.692,03;2.580.060.000
06.03.2009;3.699,33;3.769,13;3.638;3.666,41;3.249.950.000
05.03.2009;3.864,18;3.864,18;3.695,49;3.695,49;3.285.970.000
04.03.2009;3.724,74;3.891,71;3.721,91;3.890,94;3.498.360.000
03.03.2009;3.724,53;3.755,88;3.667,86;3.690,72;2.681.370.000
02.03.2009;3.817,58;3.821,97;3.692,78;3.710,07;2.936.960.000
27.02.2009;3.907,85;3.907,85;3.764,71;3.843,74;3.842.750.000
26.02.2009;3.882,88;3.989,63;3.849,76;3.942,62;3.799.580.000
25.02.2009;3.937,93;3.977,77;3.790,79;3.846,21;3.277.580.000
24.02.2009;3.922,02;3.932,59;3.816,88;3.895,75;3.050.110.000
23.02.2009;4.057,25;4.111,52;3.912,71;3.936,45;2.611.210.000
20.02.2009;4.164,51;4.167,05;4.014,66;4.014,66;3.807.770.000
19.02.2009;4.212,71;4.275,09;4.189,16;4.215,21;2.341.140.000
18.02.2009;4.229,53;4.255,39;4.124,11;4.204,96;2.694.500.000
17.02.2009;4.329,35;4.329,7;4.195,22;4.216,6;3.126.690.000
16.02.2009;4.386,46;4.421,78;4.359,29;4.366,64;1.794.570.000
13.02.2009;4.458,74;4.508,72;4.397,6;4.413,39;2.352.830.000
12.02.2009;4.518,68;4.518,68;4.371,47;4.407,56;2.796.080.000
11.02.2009;4.491,72;4.539,22;4.466,06;4.530,09;2.350.160.000
10.02.2009;4.636,64;4.649,23;4.505,54;4.505,54;3.175.670.000
09.02.2009;4.627,83;4.688,59;4.596,74;4.666,82;3.092.550.000
06.02.2009;4.524,8;4.657,06;4.506,45;4.644,63;3.615.680.000
05.02.2009;4.443,95;4.519,44;4.387,83;4.510,49;2.952.740.000
04.02.2009;4.388,26;4.545,52;4.372,01;4.492,79;3.184.130.000
03.02.2009;4.302,52;4.385,44;4.224,53;4.374,96;2.656.430.000
02.02.2009;4.309,17;4.309,19;4.198,59;4.271,04;2.160.280.000
30.01.2009;4.420,33;4.454,39;4.312,17;4.338,35;2.977.510.000
29.01.2009;4.495,74;4.501,44;4.393,98;4.428,11;2.873.200.000
28.01.2009;4.347,78;4.533,7;4.347,78;4.518,72;3.707.280.000
27.01.2009;4.322,99;4.360,79;4.265,1;4.323,42;2.689.410.000
26.01.2009;4.165,71;4.371,52;4.145,12;4.326,87;3.098.700.000
23.01.2009;4.204;4.222,01;4.067,43;4.178,94;3.281.500.000
22.01.2009;4.313,36;4.368,47;4.197,02;4.219,42;2.924.640.000
21.01.2009;4.208,19;4.313,69;4.140,26;4.261,15;3.395.840.000
20.01.2009;4.297,42;4.382,11;4.222,76;4.239,85;3.082.250.000
19.01.2009;4.409,88;4.452,57;4.249,91;4.316,14;2.481.770.000
16.01.2009;4.395,79;4.474,86;4.357,82;4.366,28;3.167.810.000
15.01.2009;4.434,22;4.451,32;4.295,76;4.336,73;3.782.710.000
14.01.2009;4.661,84;4.670,84;4.379,88;4.422,35;4.489.880.000
13.01.2009;4.704,51;4.704,51;4.596,49;4.636,94;3.279.410.000
12.01.2009;4.765,38;4.791,96;4.708,5;4.719,62;2.556.420.000
09.01.2009;4.891,58;4.932,66;4.743,97;4.783,89;3.391.470.000
08.01.2009;4.897,16;4.917,62;4.820,08;4.879,91;3.232.090.000
07.01.2009;5.008,62;5.010,97;4.914,22;4.937,47;2.871.820.000
06.01.2009;4.992,67;5.111,02;4.960,21;5.026,31;2.984.450.000
05.01.2009;5.010,18;5.034,85;4.949,36;4.983,99;2.780.430.000
02.01.2009;4.856,85;4.974,73;4.838,49;4.983,99;2.065.000.000
01.01.2009; ; ; ;4.810,2;0
31.12.2008; ; ; ;4.810,2;0
30.12.2008;4.754,22;4.810,41;4.754,22;4.810,2;1.775.660.000
29.12.2008;4.660,17;4.732,85;4.655,91;4.704,86;2.032.370.000
26.12.2008; ; ; ;4.629,38;0
25.12.2008; ; ; ;4.629,38;0
24.12.2008; ; ; ;4.629,38;0
23.12.2008;4.633,47;4.718,6;4.622,97;4.629,38;2.148.990.000
22.12.2008;4.693,66;4.701,11;4.575,52;4.639,02;3.242.600.000
19.12.2008;4.720,88;4.785,32;4.647,13;4.696,7;7.659.890.000
18.12.2008;4.730,1;4.784,72;4.715,82;4.756,4;3.422.420.000
17.12.2008;4.768,71;4.784,41;4.639,17;4.708,38;3.897.870.000
16.12.2008;4.663,36;4.758,27;4.655,87;4.729,91;3.245.560.000
15.12.2008;4.718,39;4.773,32;4.627,46;4.654,82;2.563.740.000
